"schedule_status","iata_airline","flight_number","service_type","period_from","period_to","days_of_operation","adep_iata","ades_iata","aircraft_type_iata","code_sharing","std_utc","sta_utc","flight.flight_date","adep_icao","ades_icao"
"P","AI","101","J","01AUG25","07AUG25","45","DEL","JFK","359"," ",2025-08-01 16:40:00,2025-08-01 18:40:00,2025-08-01 16:40:00,"VIDP","KJFK"
"P","AI","101","J","01AUG25","07AUG25","45","DEL","JFK","359"," ",2025-08-01 16:40:00,2025-08-01 18:40:00,2025-08-07 16:40:00,"VIDP","KJFK"
"P","AI","101","J","02AUG25","06AUG25","23  67","DEL","JFK","359"," ",2025-08-02 16:40:00,2025-08-02 18:40:00,2025-08-02 16:40:00,"VIDP","KJFK"
"P","AI","101","J","02AUG25","06AUG25","23  67","DEL","JFK","359"," ",2025-08-02 16:40:00,2025-08-02 18:40:00,2025-08-03 16:40:00,"VIDP","KJFK"
"P","AI","101","J","02AUG25","06AUG25","23  67","DEL","JFK","359"," ",2025-08-02 16:40:00,2025-08-02 18:40:00,2025-08-05 16:40:00,"VIDP","KJFK"
"P","AI","101","J","02AUG25","06AUG25","23  67","DEL","JFK","359"," ",2025-08-02 16:40:00,2025-08-02 18:40:00,2025-08-06 16:40:00,"VIDP","KJFK"
"P","AI","102","J","01AUG25","06AUG25","3 5","JFK","DEL","359"," ",2025-08-01 20:40:00,2025-08-01 02:55:00,2025-08-01 20:40:00,"KJFK","VIDP"
"P","AI","102","J","01AUG25","06AUG25","3 5","JFK","DEL","359"," ",2025-08-01 20:40:00,2025-08-01 02:55:00,2025-08-06 20:40:00,"KJFK","VIDP"
"P","AI","102","J","02AUG25","07AUG25","4 67","JFK","DEL","359"," ",2025-08-02 20:40:00,2025-08-02 02:55:00,2025-08-02 20:40:00,"KJFK","VIDP"
"P","AI","102","J","02AUG25","07AUG25","4 67","JFK","DEL","359"," ",2025-08-02 20:40:00,2025-08-02 02:55:00,2025-08-03 20:40:00,"KJFK","VIDP"
"P","AI","102","J","02AUG25","07AUG25","4 67","JFK","DEL","359"," ",2025-08-02 20:40:00,2025-08-02 02:55:00,2025-08-07 20:40:00,"KJFK","VIDP"
"P","AI","102","J","04AUG25","04AUG25","1","JFK","DEL","359"," ",2025-08-04 20:40:00,2025-08-04 02:55:00,2025-08-04 20:40:00,"KJFK","VIDP"
"P","AI","103","J","03AUG25","07AUG25","2 4  7","DEL","VIE","788"," ",2025-08-03 14:50:00,2025-08-03 02:50:00,2025-08-03 14:50:00,"VIDP","LOWW"
"P","AI","103","J","03AUG25","07AUG25","2 4  7","DEL","VIE","788"," ",2025-08-03 14:50:00,2025-08-03 02:50:00,2025-08-05 14:50:00,"VIDP","LOWW"
"P","AI","103","J","03AUG25","07AUG25","2 4  7","DEL","VIE","788"," ",2025-08-03 14:50:00,2025-08-03 02:50:00,2025-08-07 14:50:00,"VIDP","LOWW"
"P","AI","103","J","04AUG25","08AUG25","1 3 5","VIE","IAD","788"," ",2025-08-04 04:00:00,2025-08-04 19:15:00,2025-08-04 04:00:00,"LOWW","KIAD"
"P","AI","103","J","04AUG25","08AUG25","1 3 5","VIE","IAD","788"," ",2025-08-04 04:00:00,2025-08-04 19:15:00,2025-08-06 04:00:00,"LOWW","KIAD"
"P","AI","103","J","04AUG25","08AUG25","1 3 5","VIE","IAD","788"," ",2025-08-04 04:00:00,2025-08-04 19:15:00,2025-08-08 04:00:00,"LOWW","KIAD"
"P","AI","104","J","01AUG25","06AUG25","3 5","IAD","DEL","788"," ",2025-08-01 20:50:00,2025-08-01 03:20:00,2025-08-01 20:50:00,"KIAD","VIDP"
"P","AI","104","J","01AUG25","06AUG25","3 5","IAD","DEL","788"," ",2025-08-01 20:50:00,2025-08-01 03:20:00,2025-08-06 20:50:00,"KIAD","VIDP"
"P","AI","104","J","04AUG25","04AUG25","1","IAD","DEL","788"," ",2025-08-04 20:50:00,2025-08-04 03:20:00,2025-08-04 20:50:00,"KIAD","VIDP"
"P","AI","105","J","01AUG25","06AUG25","1 3 5 7","DEL","EWR","359"," ",2025-08-01 14:55:00,2025-08-01 16:55:00,2025-08-01 14:55:00,"VIDP","KEWR"
"P","AI","105","J","01AUG25","06AUG25","1 3 5 7","DEL","EWR","359"," ",2025-08-01 14:55:00,2025-08-01 16:55:00,2025-08-03 14:55:00,"VIDP","KEWR"
"P","AI","105","J","01AUG25","06AUG25","1 3 5 7","DEL","EWR","359"," ",2025-08-01 14:55:00,2025-08-01 16:55:00,2025-08-04 14:55:00,"VIDP","KEWR"
"P","AI","105","J","01AUG25","06AUG25","1 3 5 7","DEL","EWR","359"," ",2025-08-01 14:55:00,2025-08-01 16:55:00,2025-08-06 14:55:00,"VIDP","KEWR"
"P","AI","106","J","02AUG25","02AUG25","6","EWR","DEL","359"," ",2025-08-02 19:55:00,2025-08-02 01:55:00,2025-08-02 19:55:00,"KEWR","VIDP"
"P","AI","106","J","04AUG25","04AUG25","1","EWR","DEL","359"," ",2025-08-04 19:55:00,2025-08-04 01:55:00,2025-08-04 19:55:00,"KEWR","VIDP"
"P","AI","106","J","05AUG25","05AUG25","2","EWR","DEL","359"," ",2025-08-05 19:55:00,2025-08-05 01:55:00,2025-08-05 19:55:00,"KEWR","VIDP"
"P","AI","106","J","07AUG25","07AUG25","4","EWR","DEL","359"," ",2025-08-07 19:55:00,2025-08-07 01:55:00,2025-08-07 19:55:00,"KEWR","VIDP"
"P","AI","111","J","01AUG25","06AUG25","123 567","DEL","LHR","359"," ",2025-07-31 19:00:00,2025-08-01 09:30:00,2025-08-01 19:00:00,"VIDP","EGLL"
"P","AI","111","J","01AUG25","06AUG25","123 567","DEL","LHR","359"," ",2025-07-31 19:00:00,2025-08-01 09:30:00,2025-08-02 19:00:00,"VIDP","EGLL"
"P","AI","111","J","01AUG25","06AUG25","123 567","DEL","LHR","359"," ",2025-07-31 19:00:00,2025-08-01 09:30:00,2025-08-03 19:00:00,"VIDP","EGLL"
"P","AI","111","J","01AUG25","06AUG25","123 567","DEL","LHR","359"," ",2025-07-31 19:00:00,2025-08-01 09:30:00,2025-08-04 19:00:00,"VIDP","EGLL"
"P","AI","111","J","01AUG25","06AUG25","123 567","DEL","LHR","359"," ",2025-07-31 19:00:00,2025-08-01 09:30:00,2025-08-05 19:00:00,"VIDP","EGLL"
"P","AI","112","J","01AUG25","01AUG25","5","LHR","DEL","359"," ",2025-08-01 11:15:00,2025-08-01 16:40:00,2025-08-01 11:15:00,"EGLL","VIDP"
"P","AI","112","J","02AUG25","02AUG25","6","LHR","DEL","359"," ",2025-08-02 11:15:00,2025-08-02 16:40:00,2025-08-02 11:15:00,"EGLL","VIDP"
"P","AI","112","J","03AUG25","03AUG25","7","LHR","DEL","359"," ",2025-08-03 11:15:00,2025-08-03 16:40:00,2025-08-03 11:15:00,"EGLL","VIDP"
"P","AI","112","J","04AUG25","04AUG25","1","LHR","DEL","359"," ",2025-08-04 11:15:00,2025-08-04 16:40:00,2025-08-04 11:15:00,"EGLL","VIDP"
"P","AI","112","J","05AUG25","06AUG25","23","LHR","DEL","359"," ",2025-08-05 11:15:00,2025-08-05 16:40:00,2025-08-05 11:15:00,"EGLL","VIDP"
"P","AI","112","J","05AUG25","06AUG25","23","LHR","DEL","359"," ",2025-08-05 11:15:00,2025-08-05 16:40:00,2025-08-06 11:15:00,"EGLL","VIDP"
"P","AI","112","J","07AUG25","07AUG25","4","LHR","DEL","359"," ",2025-08-07 11:35:00,2025-08-07 17:00:00,2025-08-07 11:35:00,"EGLL","VIDP"
"P","AI","113","J","01AUG25","01AUG25","5","DEL","BHX","788"," ",2025-08-01 01:35:00,2025-08-01 16:15:00,2025-08-01 01:35:00,"VIDP","EGBB"
"P","AI","113","J","06AUG25","06AUG25","3","DEL","BHX","788"," ",2025-08-06 01:35:00,2025-08-06 16:15:00,2025-08-06 01:35:00,"VIDP","EGBB"
"P","AI","114","J","02AUG25","02AUG25","6","BHX","DEL","788"," ",2025-08-02 18:15:00,2025-08-01 23:40:00,2025-08-02 18:15:00,"EGBB","VIDP"
"P","AI","114","J","07AUG25","07AUG25","4","BHX","DEL","788"," ",2025-08-07 18:15:00,2025-08-06 23:40:00,2025-08-07 18:15:00,"EGBB","VIDP"
"P","AI","116","J","02AUG25","02AUG25","6","JFK","BOM","77M"," ",2025-08-02 19:10:00,2025-08-02 00:50:00,2025-08-02 19:10:00,"KJFK","VABB"
"P","AI","116","J","03AUG25","06AUG25","23   7","JFK","BOM","77M"," ",2025-08-03 19:10:00,2025-08-03 00:50:00,2025-08-03 19:10:00,"KJFK","VABB"
"P","AI","116","J","03AUG25","06AUG25","23   7","JFK","BOM","77M"," ",2025-08-03 19:10:00,2025-08-03 00:50:00,2025-08-05 19:10:00,"KJFK","VABB"
"P","AI","116","J","03AUG25","06AUG25","23   7","JFK","BOM","77M"," ",2025-08-03 19:10:00,2025-08-03 00:50:00,2025-08-06 19:10:00,"KJFK","VABB"
"P","AI","116","J","04AUG25","04AUG25","1","JFK","BOM","77M"," ",2025-08-04 19:10:00,2025-08-04 00:50:00,2025-08-04 19:10:00,"KJFK","VABB"
"P","AI","116","J","07AUG25","07AUG25","4","JFK","BOM","77M"," ",2025-08-07 19:10:00,2025-08-07 00:50:00,2025-08-07 19:10:00,"KJFK","VABB"
"P","AI","117","J","02AUG25","07AUG25","4 6","ATQ","BHX","788"," ",2025-08-02 01:15:00,2025-08-02 16:20:00,2025-08-02 01:15:00,"VIAR","EGBB"
"P","AI","117","J","02AUG25","07AUG25","4 6","ATQ","BHX","788"," ",2025-08-02 01:15:00,2025-08-02 16:20:00,2025-08-07 01:15:00,"VIAR","EGBB"
"P","AI","118","J","01AUG25","06AUG25","3 5","BHX","ATQ","788"," ",2025-08-01 17:45:00,2025-07-31 23:35:00,2025-08-01 17:45:00,"EGBB","VIAR"
"P","AI","118","J","01AUG25","06AUG25","3 5","BHX","ATQ","788"," ",2025-08-01 17:45:00,2025-07-31 23:35:00,2025-08-06 17:45:00,"EGBB","VIAR"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-01 14:15:00,"VABB","KJFK"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-02 14:15:00,"VABB","KJFK"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-03 14:15:00,"VABB","KJFK"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-04 14:15:00,"VABB","KJFK"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-05 14:15:00,"VABB","KJFK"
"P","AI","119","J","01AUG25","06AUG25","123 567","BOM","JFK","77M"," ",2025-08-01 14:15:00,2025-08-01 15:55:00,2025-08-06 14:15:00,"VABB","KJFK"
"P","AI","126","J","01AUG25","01AUG25","5","ORD","DEL","77N"," ",2025-08-01 22:15:00,2025-08-01 04:05:00,2025-08-01 22:15:00,"KORD","VIDP"
"P","AI","126","J","03AUG25","03AUG25","7","ORD","DEL","77N"," ",2025-08-03 22:15:00,2025-08-03 04:05:00,2025-08-03 22:15:00,"KORD","VIDP"
"P","AI","126","J","04AUG25","06AUG25","1 3","ORD","DEL","77N"," ",2025-08-04 22:15:00,2025-08-04 04:05:00,2025-08-04 22:15:00,"KORD","VIDP"
"P","AI","126","J","04AUG25","06AUG25","1 3","ORD","DEL","77N"," ",2025-08-04 22:15:00,2025-08-04 04:05:00,2025-08-06 22:15:00,"KORD","VIDP"
"P","AI","127","J","02AUG25","02AUG25","6","DEL","VIE","77N"," ",2025-08-02 14:35:00,2025-08-02 02:40:00,2025-08-02 14:35:00,"VIDP","LOWW"
"P","AI","127","J","03AUG25","03AUG25","7","VIE","ORD","77N"," ",2025-08-03 03:50:00,2025-08-03 20:15:00,2025-08-03 03:50:00,"LOWW","KORD"
"P","AI","127","J","03AUG25","07AUG25","2 4  7","DEL","VIE","77N"," ",2025-08-03 14:35:00,2025-08-03 02:40:00,2025-08-03 14:35:00,"VIDP","LOWW"
"P","AI","127","J","03AUG25","07AUG25","2 4  7","DEL","VIE","77N"," ",2025-08-03 14:35:00,2025-08-03 02:40:00,2025-08-05 14:35:00,"VIDP","LOWW"
"P","AI","127","J","03AUG25","07AUG25","2 4  7","DEL","VIE","77N"," ",2025-08-03 14:35:00,2025-08-03 02:40:00,2025-08-07 14:35:00,"VIDP","LOWW"
"P","AI","127","J","04AUG25","08AUG25","1 3 5","VIE","ORD","77N"," ",2025-08-04 03:50:00,2025-08-04 20:15:00,2025-08-04 03:50:00,"LOWW","KORD"
"P","AI","127","J","04AUG25","08AUG25","1 3 5","VIE","ORD","77N"," ",2025-08-04 03:50:00,2025-08-04 20:15:00,2025-08-06 03:50:00,"LOWW","KORD"
"P","AI","127","J","04AUG25","08AUG25","1 3 5","VIE","ORD","77N"," ",2025-08-04 03:50:00,2025-08-04 20:15:00,2025-08-08 03:50:00,"LOWW","KORD"
"P","AI","128","J","01AUG25","04AUG25","1   5","LHR","BOM","77M"," ",2025-08-01 10:30:00,2025-08-01 15:50:00,2025-08-01 10:30:00,"EGLL","VABB"
"P","AI","128","J","01AUG25","04AUG25","1   5","LHR","BOM","77M"," ",2025-08-01 10:30:00,2025-08-01 15:50:00,2025-08-04 10:30:00,"EGLL","VABB"
"P","AI","128","J","02AUG25","05AUG25","2   67","LHR","BOM","77M"," ",2025-08-02 10:30:00,2025-08-02 15:50:00,2025-08-02 10:30:00,"EGLL","VABB"
"P","AI","128","J","02AUG25","05AUG25","2   67","LHR","BOM","77M"," ",2025-08-02 10:30:00,2025-08-02 15:50:00,2025-08-03 10:30:00,"EGLL","VABB"
"P","AI","128","J","02AUG25","05AUG25","2   67","LHR","BOM","77M"," ",2025-08-02 10:30:00,2025-08-02 15:50:00,2025-08-05 10:30:00,"EGLL","VABB"
"P","AI","128","J","06AUG25","06AUG25","3","LHR","BOM","77M"," ",2025-08-06 10:30:00,2025-08-06 15:50:00,2025-08-06 10:30:00,"EGLL","VABB"
"P","AI","128","J","07AUG25","07AUG25","4","LHR","BOM","77M"," ",2025-08-07 11:15:00,2025-08-07 16:35:00,2025-08-07 11:15:00,"EGLL","VABB"
"P","AI","129","J","01AUG25","07AUG25","1  45","BOM","LHR","77M"," ",2025-08-01 18:05:00,2025-08-01 08:15:00,2025-08-01 18:05:00,"VABB","EGLL"
"P","AI","129","J","01AUG25","07AUG25","1  45","BOM","LHR","77M"," ",2025-08-01 18:05:00,2025-08-01 08:15:00,2025-08-04 18:05:00,"VABB","EGLL"
"P","AI","129","J","01AUG25","07AUG25","1  45","BOM","LHR","77M"," ",2025-08-01 18:05:00,2025-08-01 08:15:00,2025-08-07 18:05:00,"VABB","EGLL"
"P","AI","129","J","02AUG25","05AUG25","2   67","BOM","LHR","77M"," ",2025-08-02 18:05:00,2025-08-02 08:15:00,2025-08-02 18:05:00,"VABB","EGLL"
"P","AI","129","J","02AUG25","05AUG25","2   67","BOM","LHR","77M"," ",2025-08-02 18:05:00,2025-08-02 08:15:00,2025-08-03 18:05:00,"VABB","EGLL"
"P","AI","129","J","02AUG25","05AUG25","2   67","BOM","LHR","77M"," ",2025-08-02 18:05:00,2025-08-02 08:15:00,2025-08-05 18:05:00,"VABB","EGLL"
"P","AI","130","J","01AUG25","01AUG25","5","LHR","BOM","77M"," ",2025-08-01 19:05:00,2025-08-01 00:25:00,2025-08-01 19:05:00,"EGLL","VABB"
"P","AI","130","J","02AUG25","02AUG25","6","LHR","BOM","77M"," ",2025-08-02 19:05:00,2025-08-02 00:25:00,2025-08-02 19:05:00,"EGLL","VABB"
"P","AI","130","J","03AUG25","07AUG25","1  4  7","LHR","BOM","77M"," ",2025-08-03 19:05:00,2025-08-03 00:25:00,2025-08-03 19:05:00,"EGLL","VABB"
"P","AI","130","J","03AUG25","07AUG25","1  4  7","LHR","BOM","77M"," ",2025-08-03 19:05:00,2025-08-03 00:25:00,2025-08-04 19:05:00,"EGLL","VABB"
"P","AI","130","J","03AUG25","07AUG25","1  4  7","LHR","BOM","77M"," ",2025-08-03 19:05:00,2025-08-03 00:25:00,2025-08-07 19:05:00,"EGLL","VABB"
"P","AI","130","J","05AUG25","05AUG25","2","LHR","BOM","77M"," ",2025-08-05 20:10:00,2025-08-05 01:30:00,2025-08-05 20:10:00,"EGLL","VABB"
"P","AI","130","J","06AUG25","06AUG25","3","LHR","BOM","77M"," ",2025-08-06 19:05:00,2025-08-06 00:25:00,2025-08-06 19:05:00,"EGLL","VABB"
"P","AI","131","J","01AUG25","07AUG25","1 345 7","BOM","LHR","77M"," ",2025-08-01 03:20:00,2025-08-01 17:30:00,2025-08-01 03:20:00,"VABB","EGLL"
"P","AI","131","J","01AUG25","07AUG25","1 345 7","BOM","LHR","77M"," ",2025-08-01 03:20:00,2025-08-01 17:30:00,2025-08-03 03:20:00,"VABB","EGLL"
"P","AI","131","J","01AUG25","07AUG25","1 345 7","BOM","LHR","77M"," ",2025-08-01 03:20:00,2025-08-01 17:30:00,2025-08-04 03:20:00,"VABB","EGLL"
"P","AI","131","J","01AUG25","07AUG25","1 345 7","BOM","LHR","77M"," ",2025-08-01 03:20:00,2025-08-01 17:30:00,2025-08-06 03:20:00,"VABB","EGLL"
"P","AI","131","J","01AUG25","07AUG25","1 345 7","BOM","LHR","77M"," ",2025-08-01 03:20:00,2025-08-01 17:30:00,2025-08-07 03:20:00,"VABB","EGLL"
"P","AI","131","J","02AUG25","02AUG25","6","BOM","LHR","77M"," ",2025-08-02 03:20:00,2025-08-02 17:30:00,2025-08-02 03:20:00,"VABB","EGLL"
"P","AI","131","J","05AUG25","05AUG25","2","BOM","LHR","77M"," ",2025-08-05 03:40:00,2025-08-05 17:50:00,2025-08-05 03:40:00,"VABB","EGLL"
"P","AI","132","J","01AUG25","01AUG25","5","LHR","BLR","788"," ",2025-08-01 20:20:00,2025-08-01 02:00:00,2025-08-01 20:20:00,"EGLL","VOBL"
"P","AI","132","J","03AUG25","06AUG25","1 3   7","LHR","BLR","788"," ",2025-08-03 20:10:00,2025-08-03 01:50:00,2025-08-03 20:10:00,"EGLL","VOBL"
"P","AI","132","J","03AUG25","06AUG25","1 3   7","LHR","BLR","788"," ",2025-08-03 20:10:00,2025-08-03 01:50:00,2025-08-04 20:10:00,"EGLL","VOBL"
"P","AI","132","J","03AUG25","06AUG25","1 3   7","LHR","BLR","788"," ",2025-08-03 20:10:00,2025-08-03 01:50:00,2025-08-06 20:10:00,"EGLL","VOBL"
"P","AI","133","J","01AUG25","06AUG25","1 3 5 7","BLR","LHR","788"," ",2025-08-01 03:30:00,2025-08-01 18:20:00,2025-08-01 03:30:00,"VOBL","EGLL"
"P","AI","133","J","01AUG25","06AUG25","1 3 5 7","BLR","LHR","788"," ",2025-08-01 03:30:00,2025-08-01 18:20:00,2025-08-03 03:30:00,"VOBL","EGLL"
"P","AI","133","J","01AUG25","06AUG25","1 3 5 7","BLR","LHR","788"," ",2025-08-01 03:30:00,2025-08-01 18:20:00,2025-08-04 03:30:00,"VOBL","EGLL"
"P","AI","133","J","01AUG25","06AUG25","1 3 5 7","BLR","LHR","788"," ",2025-08-01 03:30:00,2025-08-01 18:20:00,2025-08-06 03:30:00,"VOBL","EGLL"
"P","AI","134","J","02AUG25","07AUG25","4 6","LHR","AMD","788"," ",2025-08-02 20:10:00,2025-08-02 00:25:00,2025-08-02 20:10:00,"EGLL","VAAH"
"P","AI","134","J","02AUG25","07AUG25","4 6","LHR","AMD","788"," ",2025-08-02 20:10:00,2025-08-02 00:25:00,2025-08-07 20:10:00,"EGLL","VAAH"
"P","AI","134","J","05AUG25","05AUG25","2","LHR","AMD","788"," ",2025-08-05 19:05:00,2025-08-04 23:20:00,2025-08-05 19:05:00,"EGLL","VAAH"
"P","AI","135","J","02AUG25","07AUG25","4 6","AMD","LHR","788"," ",2025-08-02 04:25:00,2025-08-02 18:20:00,2025-08-02 04:25:00,"VAAH","EGLL"
"P","AI","135","J","02AUG25","07AUG25","4 6","AMD","LHR","788"," ",2025-08-02 04:25:00,2025-08-02 18:20:00,2025-08-07 04:25:00,"VAAH","EGLL"
"P","AI","135","J","05AUG25","05AUG25","2","AMD","LHR","788"," ",2025-08-05 03:35:00,2025-08-05 17:30:00,2025-08-05 03:35:00,"VAAH","EGLL"
"P","AI","137","J","02AUG25","02AUG25","6","DEL","MXP","788"," ",2025-08-02 02:50:00,2025-08-02 15:20:00,2025-08-02 02:50:00,"VIDP","LIMC"
"P","AI","137","J","03AUG25","05AUG25","2    7","DEL","MXP","788"," ",2025-08-03 02:50:00,2025-08-03 15:20:00,2025-08-03 02:50:00,"VIDP","LIMC"
"P","AI","137","J","03AUG25","05AUG25","2    7","DEL","MXP","788"," ",2025-08-03 02:50:00,2025-08-03 15:20:00,2025-08-05 02:50:00,"VIDP","LIMC"
"P","AI","138","J","02AUG25","05AUG25","2   6","MXP","DEL","788"," ",2025-08-02 17:00:00,2025-08-01 22:30:00,2025-08-02 17:00:00,"LIMC","VIDP"
"P","AI","138","J","02AUG25","05AUG25","2   6","MXP","DEL","788"," ",2025-08-02 17:00:00,2025-08-01 22:30:00,2025-08-05 17:00:00,"LIMC","VIDP"
"P","AI","138","J","03AUG25","03AUG25","7","MXP","DEL","788"," ",2025-08-03 17:00:00,2025-08-02 22:30:00,2025-08-03 17:00:00,"LIMC","VIDP"
"P","AI","142","J","01AUG25","01AUG25","5","CDG","DEL","788"," ",2025-08-01 16:45:00,2025-07-31 22:55:00,2025-08-01 16:45:00,"LFPG","VIDP"
"P","AI","142","J","02AUG25","05AUG25","2   6","CDG","DEL","788"," ",2025-08-02 16:45:00,2025-08-01 22:55:00,2025-08-02 16:45:00,"LFPG","VIDP"
"P","AI","142","J","02AUG25","05AUG25","2   6","CDG","DEL","788"," ",2025-08-02 16:45:00,2025-08-01 22:55:00,2025-08-05 16:45:00,"LFPG","VIDP"
"P","AI","142","J","03AUG25","03AUG25","7","CDG","DEL","788"," ",2025-08-03 16:45:00,2025-08-02 22:55:00,2025-08-03 16:45:00,"LFPG","VIDP"
"P","AI","142","J","04AUG25","06AUG25","1 3","CDG","DEL","788"," ",2025-08-04 16:45:00,2025-08-03 22:55:00,2025-08-04 16:45:00,"LFPG","VIDP"
"P","AI","142","J","04AUG25","06AUG25","1 3","CDG","DEL","788"," ",2025-08-04 16:45:00,2025-08-03 22:55:00,2025-08-06 16:45:00,"LFPG","VIDP"
"P","AI","142","J","07AUG25","07AUG25","4","CDG","DEL","788"," ",2025-08-07 16:45:00,2025-08-06 22:55:00,2025-08-07 16:45:00,"LFPG","VIDP"
"P","AI","143","J","01AUG25","05AUG25","12  56","DEL","CDG","788"," ",2025-08-01 02:00:00,2025-08-01 15:15:00,2025-08-01 02:00:00,"VIDP","LFPG"
"P","AI","143","J","01AUG25","05AUG25","12  56","DEL","CDG","788"," ",2025-08-01 02:00:00,2025-08-01 15:15:00,2025-08-02 02:00:00,"VIDP","LFPG"
"P","AI","143","J","01AUG25","05AUG25","12  56","DEL","CDG","788"," ",2025-08-01 02:00:00,2025-08-01 15:15:00,2025-08-04 02:00:00,"VIDP","LFPG"
"P","AI","143","J","01AUG25","05AUG25","12  56","DEL","CDG","788"," ",2025-08-01 02:00:00,2025-08-01 15:15:00,2025-08-05 02:00:00,"VIDP","LFPG"
"P","AI","143","J","03AUG25","07AUG25","34  7","DEL","CDG","788"," ",2025-08-03 02:00:00,2025-08-03 15:15:00,2025-08-03 02:00:00,"VIDP","LFPG"
"P","AI","143","J","03AUG25","07AUG25","34  7","DEL","CDG","788"," ",2025-08-03 02:00:00,2025-08-03 15:15:00,2025-08-06 02:00:00,"VIDP","LFPG"
"P","AI","143","J","03AUG25","07AUG25","34  7","DEL","CDG","788"," ",2025-08-03 02:00:00,2025-08-03 15:15:00,2025-08-07 02:00:00,"VIDP","LFPG"
"P","AI","144","J","01AUG25","01AUG25","5","EWR","BOM","77M"," ",2025-08-01 19:30:00,2025-08-01 01:15:00,2025-08-01 19:30:00,"KEWR","VABB"
"P","AI","144","J","03AUG25","03AUG25","7","EWR","BOM","77M"," ",2025-08-03 19:30:00,2025-08-03 01:15:00,2025-08-03 19:30:00,"KEWR","VABB"
"P","AI","144","J","06AUG25","06AUG25","3","EWR","BOM","77M"," ",2025-08-06 19:30:00,2025-08-06 01:15:00,2025-08-06 19:30:00,"KEWR","VABB"
"P","AI","151","J","01AUG25","06AUG25","3 5","DEL","ZRH","788"," ",2025-08-01 02:50:00,2025-08-01 15:35:00,2025-08-01 02:50:00,"VIDP","LSZH"
"P","AI","151","J","01AUG25","06AUG25","3 5","DEL","ZRH","788"," ",2025-08-01 02:50:00,2025-08-01 15:35:00,2025-08-06 02:50:00,"VIDP","LSZH"
"P","AI","151","J","02AUG25","04AUG25","1    6","DEL","ZRH","788"," ",2025-08-02 02:45:00,2025-08-02 15:30:00,2025-08-02 02:45:00,"VIDP","LSZH"
"P","AI","151","J","02AUG25","04AUG25","1    6","DEL","ZRH","788"," ",2025-08-02 02:45:00,2025-08-02 15:30:00,2025-08-04 02:45:00,"VIDP","LSZH"
"P","AI","151","J","03AUG25","03AUG25","7","DEL","ZRH","788"," ",2025-08-03 03:00:00,2025-08-03 15:45:00,2025-08-03 03:00:00,"VIDP","LSZH"
"P","AI","152","J","01AUG25","01AUG25","5","ZRH","DEL","788"," ",2025-08-01 17:10:00,2025-07-31 22:50:00,2025-08-01 17:10:00,"LSZH","VIDP"
"P","AI","152","J","02AUG25","02AUG25","6","ZRH","DEL","788"," ",2025-08-02 17:05:00,2025-08-01 22:45:00,2025-08-02 17:05:00,"LSZH","VIDP"
"P","AI","152","J","03AUG25","03AUG25","7","ZRH","DEL","788"," ",2025-08-03 17:15:00,2025-08-02 22:55:00,2025-08-03 17:15:00,"LSZH","VIDP"
"P","AI","152","J","04AUG25","04AUG25","1","ZRH","DEL","788"," ",2025-08-04 17:05:00,2025-08-03 22:45:00,2025-08-04 17:05:00,"LSZH","VIDP"
"P","AI","152","J","06AUG25","06AUG25","3","ZRH","DEL","788"," ",2025-08-06 17:10:00,2025-08-05 22:50:00,2025-08-06 17:10:00,"LSZH","VIDP"
"P","AI","153","J","03AUG25","05AUG25","2    7","DEL","VIE","788"," ",2025-08-03 03:00:00,2025-08-03 15:00:00,2025-08-03 03:00:00,"VIDP","LOWW"
"P","AI","153","J","03AUG25","05AUG25","2    7","DEL","VIE","788"," ",2025-08-03 03:00:00,2025-08-03 15:00:00,2025-08-05 03:00:00,"VIDP","LOWW"
"P","AI","153","J","07AUG25","07AUG25","4","DEL","VIE","788"," ",2025-08-07 03:00:00,2025-08-07 15:00:00,2025-08-07 03:00:00,"VIDP","LOWW"
"P","AI","154","J","03AUG25","03AUG25","7","VIE","DEL","788"," ",2025-08-03 16:30:00,2025-08-02 21:30:00,2025-08-03 16:30:00,"LOWW","VIDP"
"P","AI","154","J","05AUG25","05AUG25","2","VIE","DEL","788"," ",2025-08-05 16:30:00,2025-08-04 21:30:00,2025-08-05 16:30:00,"LOWW","VIDP"
"P","AI","154","J","07AUG25","07AUG25","4","VIE","DEL","788"," ",2025-08-07 16:30:00,2025-08-06 21:30:00,2025-08-07 16:30:00,"LOWW","VIDP"
"P","AI","155","J","01AUG25","01AUG25","5","DEL","AMS","77N"," ",2025-08-01 01:15:00,2025-08-01 14:30:00,2025-08-01 01:15:00,"VIDP","EHAM"
