"schedule_status","iata_airline","flight_number","service_type","period_from","period_to","days_of_operation","adep_iata","ades_iata","aircraft_type_iata","code_sharing","std_utc","sta_utc","flight.flight_date","adep_icao","ades_icao"
"P","AI","2484","J","01AUG25","01AUG25","5","MAA","DEL","32H"," ",2025-08-01 05:00:00,2025-08-01 07:50:00,2025-08-01 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","02AUG25","02AUG25","6","MAA","DEL","32H"," ",2025-08-02 05:00:00,2025-08-02 07:50:00,2025-08-02 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","03AUG25","07AUG25","1234  7","MAA","DEL","32H"," ",2025-08-03 05:00:00,2025-08-03 07:50:00,2025-08-03 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","03AUG25","07AUG25","1234  7","MAA","DEL","32H"," ",2025-08-03 05:00:00,2025-08-03 07:50:00,2025-08-04 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","03AUG25","07AUG25","1234  7","MAA","DEL","32H"," ",2025-08-03 05:00:00,2025-08-03 07:50:00,2025-08-05 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","03AUG25","07AUG25","1234  7","MAA","DEL","32H"," ",2025-08-03 05:00:00,2025-08-03 07:50:00,2025-08-06 05:00:00,"VOMM","VIDP"
"P","AI","2484","J","03AUG25","07AUG25","1234  7","MAA","DEL","32H"," ",2025-08-03 05:00:00,2025-08-03 07:50:00,2025-08-07 05:00:00,"VOMM","VIDP"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-01 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-02 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-03 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-04 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-05 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-06 06:55:00,"VIDP","VEBS"
"P","AI","2489","J","01AUG25","07AUG25","1234567","DEL","BBI","32F"," ",2025-08-01 06:55:00,2025-08-01 09:05:00,2025-08-07 06:55:00,"VIDP","VEBS"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-01 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-02 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-03 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-04 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-06 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","01AUG25","07AUG25","1 34567","BBI","DEL","32F"," ",2025-08-01 09:40:00,2025-08-01 12:10:00,2025-08-07 09:40:00,"VEBS","VIDP"
"P","AI","2490","J","05AUG25","05AUG25","2","BBI","DEL","32F"," ",2025-08-05 09:40:00,2025-08-05 12:10:00,2025-08-05 09:40:00,"VEBS","VIDP"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-01 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-02 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-03 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-04 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-05 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-06 07:55:00,"VABB","VILK"
"P","AI","2491","J","01AUG25","07AUG25","1234567","BOM","LKO","32K"," ",2025-08-01 07:55:00,2025-08-01 10:10:00,2025-08-07 07:55:00,"VABB","VILK"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-01 10:55:00,"VILK","VABB"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-02 10:55:00,"VILK","VABB"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-04 10:55:00,"VILK","VABB"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-05 10:55:00,"VILK","VABB"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-06 10:55:00,"VILK","VABB"
"P","AI","2492","J","01AUG25","07AUG25","123456","LKO","BOM","32K"," ",2025-08-01 10:55:00,2025-08-01 13:30:00,2025-08-07 10:55:00,"VILK","VABB"
"P","AI","2492","J","03AUG25","03AUG25","7","LKO","BOM","32K"," ",2025-08-03 10:55:00,2025-08-03 13:30:00,2025-08-03 10:55:00,"VILK","VABB"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-01 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-02 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-03 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-04 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-05 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-06 07:35:00,"VABB","VAAH"
"P","AI","2493","J","01AUG25","07AUG25","1234567","BOM","AMD","32F"," ",2025-08-01 07:35:00,2025-08-01 08:55:00,2025-08-07 07:35:00,"VABB","VAAH"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-01 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-02 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-03 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-04 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-05 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-06 09:30:00,"VAAH","VABB"
"P","AI","2494","J","01AUG25","07AUG25","1234567","AMD","BOM","32F"," ",2025-08-01 09:30:00,2025-08-01 11:10:00,2025-08-07 09:30:00,"VAAH","VABB"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-01 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-03 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-04 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-05 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-06 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","01AUG25","07AUG25","12345 7","DED","DEL","32L"," ",2025-08-01 04:30:00,2025-08-01 05:25:00,2025-08-07 04:30:00,"VIDN","VIDP"
"P","AI","2498","J","02AUG25","02AUG25","6","DED","DEL","32L"," ",2025-08-02 03:45:00,2025-08-02 04:40:00,2025-08-02 03:45:00,"VIDN","VIDP"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-07-31 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-01 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-02 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-03 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-04 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-05 20:10:00,"VIDP","VILK"
"P","AI","2499","J","01AUG25","07AUG25","1234567","DEL","LKO","32F"," ",2025-07-31 20:10:00,2025-07-31 21:15:00,2025-08-06 20:10:00,"VIDP","VILK"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-07-31 22:00:00,"VILK","VIDP"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-08-01 22:00:00,"VILK","VIDP"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-08-02 22:00:00,"VILK","VIDP"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-08-03 22:00:00,"VILK","VIDP"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-08-04 22:00:00,"VILK","VIDP"
"P","AI","2500","J","01AUG25","07AUG25","1 34567","LKO","DEL","32F"," ",2025-07-31 22:00:00,2025-07-31 23:20:00,2025-08-06 22:00:00,"VILK","VIDP"
"P","AI","2501","J","01AUG25","06AUG25","1 3 5 7","DEL","CJB","32H"," ",2025-08-01 04:10:00,2025-08-01 07:10:00,2025-08-01 04:10:00,"VIDP","VOCB"
"P","AI","2501","J","01AUG25","06AUG25","1 3 5 7","DEL","CJB","32H"," ",2025-08-01 04:10:00,2025-08-01 07:10:00,2025-08-03 04:10:00,"VIDP","VOCB"
"P","AI","2501","J","01AUG25","06AUG25","1 3 5 7","DEL","CJB","32H"," ",2025-08-01 04:10:00,2025-08-01 07:10:00,2025-08-04 04:10:00,"VIDP","VOCB"
"P","AI","2501","J","01AUG25","06AUG25","1 3 5 7","DEL","CJB","32H"," ",2025-08-01 04:10:00,2025-08-01 07:10:00,2025-08-06 04:10:00,"VIDP","VOCB"
"P","AI","2501","J","05AUG25","07AUG25","2 4","DEL","CJB","32H"," ",2025-08-05 04:10:00,2025-08-05 07:10:00,2025-08-05 04:10:00,"VIDP","VOCB"
"P","AI","2501","J","05AUG25","07AUG25","2 4","DEL","CJB","32H"," ",2025-08-05 04:10:00,2025-08-05 07:10:00,2025-08-07 04:10:00,"VIDP","VOCB"
"P","AI","2502","J","01AUG25","05AUG25","2  5","CJB","DEL","32H"," ",2025-08-01 07:45:00,2025-08-01 11:00:00,2025-08-01 07:45:00,"VOCB","VIDP"
"P","AI","2502","J","01AUG25","05AUG25","2  5","CJB","DEL","32H"," ",2025-08-01 07:45:00,2025-08-01 11:00:00,2025-08-05 07:45:00,"VOCB","VIDP"
"P","AI","2502","J","03AUG25","07AUG25","4  7","CJB","DEL","32H"," ",2025-08-03 07:45:00,2025-08-03 11:00:00,2025-08-03 07:45:00,"VOCB","VIDP"
"P","AI","2502","J","03AUG25","07AUG25","4  7","CJB","DEL","32H"," ",2025-08-03 07:45:00,2025-08-03 11:00:00,2025-08-07 07:45:00,"VOCB","VIDP"
"P","AI","2502","J","04AUG25","06AUG25","1 3","CJB","DEL","32H"," ",2025-08-04 07:45:00,2025-08-04 11:00:00,2025-08-04 07:45:00,"VOCB","VIDP"
"P","AI","2502","J","04AUG25","06AUG25","1 3","CJB","DEL","32H"," ",2025-08-04 07:45:00,2025-08-04 11:00:00,2025-08-06 07:45:00,"VOCB","VIDP"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-01 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-02 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-03 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-04 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-05 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-06 01:00:00,"VABB","VOCB"
"P","AI","2503","J","01AUG25","07AUG25","1234567","BOM","CJB","32F"," ",2025-08-01 01:00:00,2025-08-01 02:45:00,2025-08-07 01:00:00,"VABB","VOCB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-01 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-02 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-03 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-04 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-05 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-06 03:20:00,"VOCB","VABB"
"P","AI","2504","J","01AUG25","07AUG25","1234567","CJB","BOM","32F"," ",2025-08-01 03:20:00,2025-08-01 05:40:00,2025-08-07 03:20:00,"VOCB","VABB"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-01 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-02 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-03 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-04 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-05 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-06 09:45:00,"VABB","VAGO"
"P","AI","2505","J","01AUG25","07AUG25","1234567","BOM","GOI","32L"," ",2025-08-01 09:45:00,2025-08-01 11:05:00,2025-08-07 09:45:00,"VABB","VAGO"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-01 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-02 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-03 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-04 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-05 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-06 11:45:00,"VAGO","VABB"
"P","AI","2506","J","01AUG25","07AUG25","1234567","GOI","BOM","32L"," ",2025-08-01 11:45:00,2025-08-01 13:15:00,2025-08-07 11:45:00,"VAGO","VABB"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-07-31 19:00:00,"VABB","VICG"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-08-01 19:00:00,"VABB","VICG"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-08-02 19:00:00,"VABB","VICG"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-08-04 19:00:00,"VABB","VICG"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-08-05 19:00:00,"VABB","VICG"
"P","AI","2509","J","01AUG25","07AUG25","123456","BOM","IXC","31N"," ",2025-07-31 19:00:00,2025-07-31 21:10:00,2025-08-06 19:00:00,"VABB","VICG"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-07-31 21:45:00,"VICG","VABB"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-08-01 21:45:00,"VICG","VABB"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-08-02 21:45:00,"VICG","VABB"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-08-04 21:45:00,"VICG","VABB"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-08-05 21:45:00,"VICG","VABB"
"P","AI","2510","J","01AUG25","07AUG25","123456","IXC","BOM","31N"," ",2025-07-31 21:45:00,2025-08-01 00:25:00,2025-08-06 21:45:00,"VICG","VABB"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-01 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-02 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-03 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-04 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-05 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-06 04:30:00,"VOBL","VIDP"
"P","AI","2511","J","01AUG25","07AUG25","1234567","BLR","DEL","32H"," ",2025-08-01 04:30:00,2025-08-01 07:30:00,2025-08-07 04:30:00,"VOBL","VIDP"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-01 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-02 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-03 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-04 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-05 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-06 08:25:00,"VIDP","VOBL"
"P","AI","2512","J","01AUG25","07AUG25","1234567","DEL","BLR","32H"," ",2025-08-01 08:25:00,2025-08-01 11:15:00,2025-08-07 08:25:00,"VIDP","VOBL"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-01 03:10:00,"VABB","VOCI"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-02 03:10:00,"VABB","VOCI"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-03 03:10:00,"VABB","VOCI"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-04 03:10:00,"VABB","VOCI"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-06 03:10:00,"VABB","VOCI"
"P","AI","2517","J","01AUG25","07AUG25","1 34567","BOM","COK","32H"," ",2025-08-01 03:10:00,2025-08-01 05:05:00,2025-08-07 03:10:00,"VABB","VOCI"
"P","AI","2518","J","01AUG25","04AUG25","1   5","COK","BOM","32H"," ",2025-08-01 05:45:00,2025-08-01 08:10:00,2025-08-01 05:45:00,"VOCI","VABB"
"P","AI","2518","J","01AUG25","04AUG25","1   5","COK","BOM","32H"," ",2025-08-01 05:45:00,2025-08-01 08:10:00,2025-08-04 05:45:00,"VOCI","VABB"
"P","AI","2518","J","02AUG25","07AUG25","34 67","COK","BOM","32H"," ",2025-08-02 05:45:00,2025-08-02 08:10:00,2025-08-02 05:45:00,"VOCI","VABB"
"P","AI","2518","J","02AUG25","07AUG25","34 67","COK","BOM","32H"," ",2025-08-02 05:45:00,2025-08-02 08:10:00,2025-08-03 05:45:00,"VOCI","VABB"
"P","AI","2518","J","02AUG25","07AUG25","34 67","COK","BOM","32H"," ",2025-08-02 05:45:00,2025-08-02 08:10:00,2025-08-06 05:45:00,"VOCI","VABB"
"P","AI","2518","J","02AUG25","07AUG25","34 67","COK","BOM","32H"," ",2025-08-02 05:45:00,2025-08-02 08:10:00,2025-08-07 05:45:00,"VOCI","VABB"
"P","AI","2519","J","01AUG25","07AUG25","2 45","DEL","HYD","32F"," ",2025-08-01 05:15:00,2025-08-01 07:30:00,2025-08-01 05:15:00,"VIDP","VOHS"
"P","AI","2519","J","01AUG25","07AUG25","2 45","DEL","HYD","32F"," ",2025-08-01 05:15:00,2025-08-01 07:30:00,2025-08-05 05:15:00,"VIDP","VOHS"
"P","AI","2519","J","01AUG25","07AUG25","2 45","DEL","HYD","32F"," ",2025-08-01 05:15:00,2025-08-01 07:30:00,2025-08-07 05:15:00,"VIDP","VOHS"
"P","AI","2519","J","02AUG25","03AUG25","67","DEL","HYD","32H"," ",2025-08-02 05:15:00,2025-08-02 07:30:00,2025-08-02 05:15:00,"VIDP","VOHS"
"P","AI","2519","J","02AUG25","03AUG25","67","DEL","HYD","32H"," ",2025-08-02 05:15:00,2025-08-02 07:30:00,2025-08-03 05:15:00,"VIDP","VOHS"
